Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Murrumbeena,9b Stewart St,u,1160000,S,Hodges,10.1,3163,3,2,2,,-37.89706,145.07483,Southern Metropolitan
Brunswick West,209 Union St,h,1075000,S,Brad,5.2,3055,5,1,1,440,-37.77242,144.94458,Northern Metropolitan
Coburg,17 Quarry Cct,h,1020000,PI,Ray,6.7,3058,4,2,2,440,-37.73572,144.97256,Northern Metropolitan
Edithvale,77 Fraser Av,h,837000,S,hockingstuart,27,3196,3,1,1,440,-38.03804,145.11728,South-Eastern Metropolitan
Toorak,8 Hill St,h,2500000,VB,Jellis,4.1,3142,3,2,2,440,-37.833,145.01322,Southern Metropolitan
Brighton,552 New St,h,2445000,S,Marshall,11.2,3186,3,3,2,440,-37.8868,144.9968,Southern Metropolitan
Windsor,344 High St,h,2302000,S,Marshall,5.1,3181,3,1,4,440,-37.8528,144.9994,Southern Metropolitan
Northcote,2B Creek Pde,h,2270000,S,Collins,5.5,3070,4,2,2,440,-37.7852,144.9975,Northern Metropolitan
West Melbourne,44 Miller St,h,2100000,S,Brad,1.9,3003,4,1,0,440,-37.8056,144.9463,Northern Metropolitan
Essendon,31 Elder Pde,h,1500000,PI,Red,8,3040,3,2,3,440,-37.7524,144.9074,Western Metropolitan
Fairfield,13 Darling St,h,1200000,S,Nelson,5.7,3078,3,1,2,439,-37.77558,145.02451,Northern Metropolitan
Ascot Vale,26 Newsom St,h,1000000,PI,Brad,5.9,3032,3,2,2,439,-37.7746,144.9031,Western Metropolitan
Northcote,239 Victoria Rd,h,1000000,VB,Nelson,5.5,3070,3,1,1,439,-37.7663,145.0118,Northern Metropolitan
West Footscray,11 Elphinstone St,h,820000,S,Sweeney,8.2,3012,3,1,3,439,-37.7937,144.8732,Western Metropolitan
Keilor East,1/31 Surrey Dr,t,705000,S,Barry,12.8,3033,3,2,1,439,-37.7517,144.8776,Western Metropolitan
Elsternwick,24 Clarence St,h,1940000,S,Biggin,8.5,3185,3,2,2,439,-37.892,145.0103,Southern Metropolitan
Brunswick,106 Evans St,h,1280000,S,Ray,5.2,3056,3,1,1,438,-37.77047,144.97005,Northern Metropolitan
Brunswick East,8 Hamer St,h,1265000,S,Nelson,4,3057,2,1,3,438,-37.76766,144.97638,Northern Metropolitan
Coburg,191 Ohea St,h,905000,S,LITTLE,7.8,3058,3,2,1,438,-37.7363,144.9507,Northern Metropolitan
Mitcham,1/10 Owen St,u,820000,VB,Noel,17.2,3132,3,1,2,,-37.82596,145.1872,Eastern Metropolitan
Boronia,40 Allanfield Cr,h,700000,S,Fletchers,25,3155,3,1,1,438,-37.86205,145.25333,Eastern Metropolitan
Surrey Hills,46 Durham Rd,h,1715000,S,Noel,10.2,3127,3,1,2,438,-37.83015,145.09035,Southern Metropolitan
Thornbury,3 Tharratt St,h,1420000,S,Ray,7,3071,3,1,2,438,-37.75375,145.00846,Northern Metropolitan
Burwood,33 Brockhoff Dr,h,1255000,S,Buxton,11.7,3125,4,2,2,438,-37.8599,145.1101,Southern Metropolitan
Glen Iris,318 Tooronga Rd,h,1250000,S,Marshall,9.2,3146,2,1,2,438,-37.8511,145.0428,Southern Metropolitan
Brunswick,391 Brunswick Rd,h,1135000,S,Barry,5.2,3056,3,1,1,438,-37.7758,144.9508,Northern Metropolitan
Yarraville,59 Gent St,h,1005000,S,Sweeney,7,3013,3,1,1,438,-37.8177,144.8711,Western Metropolitan
Yarraville,87 Ballard St,h,1000000,SP,Village,6.3,3013,4,2,2,438,-37.81789,144.86744,Western Metropolitan
Pascoe Vale,215 Derby St,h,840000,PI,Brad,8.5,3044,3,1,1,438,-37.71962,144.94756,Northern Metropolitan
Pascoe Vale,9 Kevin St,h,815000,S,Brad,9.9,3044,2,1,1,437,-37.7338,144.9441,Northern Metropolitan
Essendon,11 Raleigh St,h,770000,S,Brad,8,3040,3,1,0,437,-37.754,144.926,Western Metropolitan
South Melbourne,3 Park Pl,u,760500,S,Marshall,2.1,3205,2,0,0,,-37.8353,144.96,Southern Metropolitan
South Melbourne,5 Park Pl,u,650000,VB,hockingstuart,2.1,3205,2,1,0,,-37.8353,144.9599,Southern Metropolitan
Sunshine,146 Cornwall Rd,h,590000,S,Douglas,12.6,3020,3,1,1,436,-37.7804,144.8425,Western Metropolitan
Surrey Hills,16 Pembroke St,h,1650000,S,Fletchers,11.2,3127,2,1,0,436,-37.8285,145.1079,Southern Metropolitan
Reservoir,27 Ashton St,h,705000,S,Barry,11.2,3073,3,1,1,436,-37.7291,145.021,Northern Metropolitan
St Kilda,71 Barkly St,h,2000000,VB,Wilson,6.1,3182,5,2,2,436,-37.8618,144.982,Southern Metropolitan
St Kilda,30 Odessa St,h,1950000,S,hockingstuart,6.1,3182,4,2,2,435,-37.8629,144.9887,Southern Metropolitan
Brighton,152A Cochrane St,h,1830000,S,Hodges,11.2,3186,4,2,2,435,-37.8927,145.0005,Southern Metropolitan
Moonee Ponds,38 Addison St,h,1480000,S,Alexkarbon,6.9,3039,3,1,2,435,-37.7704,144.9292,Western Metropolitan
Williamstown,83 Power St,h,1170000,S,Raine,6.8,3016,3,2,4,435,-37.85274,144.88738,Western Metropolitan
Heidelberg West,12 Achilles St,h,575500,S,Miles,8.8,3081,3,1,1,435,-37.73459,145.04394,Eastern Metropolitan
Brighton East,38 Agnew St,h,1710000,S,hockingstuart,10.7,3187,4,3,2,435,-37.91,145.0113,Southern Metropolitan
Prahran,22 Irving Av,h,1650000,S,hockingstuart,4.6,3181,3,1,0,435,-37.85793,145.00734,Southern Metropolitan
Moonee Ponds,6 Robinson St,h,1640000,S,Brad,6.9,3039,4,2,1,435,-37.7601,144.9228,Western Metropolitan
Thornbury,144 Clarendon St,h,1290000,SP,Barry,6.5,3071,3,1,2,435,-37.7607,145.0105,Northern Metropolitan
Coburg,89 Gordon St,h,1286000,S,Nelson,7.8,3058,3,2,2,435,-37.7477,144.9483,Northern Metropolitan
Thornbury,150 Gooch St,h,1240000,S,YPA,7,3071,3,1,1,435,-37.75915,145.01043,Northern Metropolitan
Mentone,1/32 Albenca St,t,1051000,S,Obrien,20,3194,3,2,2,435,-37.97889,145.0745,South-Eastern Metropolitan
Moonee Ponds,15 Orford St,h,956000,SP,Nelson,6.9,3039,2,1,2,435,-37.7692,144.9042,Western Metropolitan
Yarraville,38 Benbow St,h,780000,S,Hunter,7,3013,2,1,1,434,-37.8223,144.8779,Western Metropolitan
Spotswood,14A Kernot St,h,775000,S,McGrath,7.7,3015,3,1,1,434,-37.8279,144.873,Western Metropolitan
Sunshine,20 Servante St,h,735000,PI,hockingstuart,12.6,3020,3,1,3,434,-37.7877,144.838,Western Metropolitan
Reservoir,22 Wilson Bvd,h,610000,S,Barry,11.2,3073,3,1,2,434,-37.7054,144.9945,Northern Metropolitan
Hoppers Crossing,2 Dunk Ct,h,418000,S,Ray,18.4,3029,3,2,1,434,-37.86767,144.68409,Western Metropolitan
Richmond,25 Palmer St,h,1775000,S,Nelson,2.6,3121,4,1,0,433,-37.8185,145.0061,Northern Metropolitan
Hampton,2/524 Bluff Rd,h,1400000,VB,hockingstuart,13.7,3188,5,2,2,433,-37.9361,145.0243,Southern Metropolitan
West Footscray,7 Church St,h,915000,S,Sweeney,8.2,3012,3,1,2,433,-37.7908,144.8793,Western Metropolitan
Brunswick West,38 McLean St,h,887500,S,Ray,5.2,3055,2,1,2,433,-37.75336,144.93872,Northern Metropolitan
Mulgrave,75 Wattle Gr,h,815500,S,Ray,18.8,3170,3,2,2,432,-37.93228,145.15827,South-Eastern Metropolitan
Balwyn North,45A Helston St,h,1460000,VB,hockingstuart,9.7,3104,4,2,2,432,-37.78368,145.09545,Southern Metropolitan
Yarraville,12 Montague St,h,1230000,S,Jas,6.3,3013,3,1,2,432,-37.81183,144.88569,Western Metropolitan
Maribyrnong,11 Cedar Dr,h,990000,S,Biggin,8.7,3032,5,2,2,432,-37.7742,144.8755,Western Metropolitan
Heidelberg Heights,18 Francis St,h,780000,S,Barry,10.5,3081,2,1,1,431,-37.7521,145.0516,Eastern Metropolitan
Brighton,50 Well St,h,1975000,S,Buxton,11.2,3186,3,1,2,431,-37.9172,144.996,Southern Metropolitan
Brighton,2/71 Roslyn St,t,1630000,SP,Biggin,11.2,3186,4,2,2,431,-37.9228,145.0022,Southern Metropolitan
Hawthorn East,742 Burwood Rd,h,1550000,S,Noel,7.5,3123,2,1,2,431,-37.8249,145.0532,Southern Metropolitan
Flemington,20 Bryant St,h,1550000,PI,Nelson,4.4,3031,5,1,1,431,-37.7859,144.9323,Northern Metropolitan
Hawthorn East,66 Roseberry St,h,1865000,S,Jellis,7.5,3123,3,2,2,431,-37.8269,145.0496,Southern Metropolitan
Hawthorn East,66 Roseberry St,h,1825000,S,Jellis,7.5,3123,3,2,2,431,-37.8269,145.0496,Southern Metropolitan
Moonee Ponds,6 Addison St,h,1810000,S,Jellis,6.2,3039,4,2,2,431,-37.77019,144.92691,Western Metropolitan
Kew,537 High St,h,1750000,VB,Kay,5.4,3101,3,2,2,431,-37.80121,145.04581,Southern Metropolitan
Hawthorn East,748 Burwood Rd,h,1700000,S,Marshall,7.5,3123,5,3,2,431,-37.825,145.0536,Southern Metropolitan
Moonee Ponds,4 Addison St,h,1530000,S,Jellis,6.9,3039,3,2,1,431,-37.7702,144.9268,Western Metropolitan
Brighton,868 Hampton St,h,1502000,S,Weston,11.2,3186,3,1,1,431,-37.9107,145.0077,Southern Metropolitan
Thornbury,138 Raleigh St,h,1143000,S,Ray,6.5,3071,2,1,2,431,-37.7598,145.0088,Northern Metropolitan
Yarraville,14 Finlay St,h,1028000,S,Village,7,3013,4,2,2,431,-37.8186,144.8764,Western Metropolitan
Coburg,4 Miller St,h,1000000,S,Nelson,7.8,3058,3,1,1,431,-37.75,144.9695,Northern Metropolitan
Moonee Ponds,25 George St,h,955000,S,Woodards,6.9,3039,4,2,3,431,-37.7615,144.9094,Western Metropolitan
Carnegie,275A Koornang Rd,h,920000,S,hockingstuart,10.1,3163,2,1,1,430,-37.89785,145.05524,Southern Metropolitan
Nunawading,11 Plymouth Ct,h,913000,S,Fletchers,15.4,3131,3,2,1,430,-37.81206,145.18127,Eastern Metropolitan
Ascot Vale,2 Farncomb St,h,801000,S,Jellis,5.9,3032,3,1,2,430,-37.781,144.9207,Western Metropolitan
Keilor Park,49a Spence St,u,616000,S,Barry,14.5,3042,3,1,2,,-37.721,144.8584,Western Metropolitan
Taylors Hill,27 Lucas Tce,h,558000,S,Barry,18,3037,3,2,2,430,-37.7209,144.75053,Western Metropolitan
Williamstown,19 Perry St,h,1575000,S,Greg,8,3016,3,2,3,430,-37.8613,144.8939,Western Metropolitan
Carnegie,163 Oakleigh Rd,h,1435000,S,Gary,10.1,3163,3,2,2,430,-37.90008,145.06187,Southern Metropolitan
Thornbury,55 Comas Gr,h,1200000,S,Nelson,6.5,3071,3,2,2,430,-37.752,144.9852,Northern Metropolitan
Coburg,87 Nicholson St,h,1085000,S,Brad,6.7,3058,4,2,1,429,-37.7505,144.97649,Northern Metropolitan
Sunshine,68 Chapman St,h,895000,S,Jas,12.6,3020,4,2,3,429,-37.7939,144.8283,Western Metropolitan
Heidelberg Heights,396 Waterdale Rd,h,697500,PI,Nelson,8.8,3081,3,1,1,429,-37.74962,145.04658,Eastern Metropolitan
Brunswick,7/200 Albion St,u,585000,PI,Jellis,5.2,3056,2,1,1,,-37.7609,144.9623,Northern Metropolitan
Fawkner,1 Imaroo St,h,570500,S,Ray,12.4,3060,4,2,1,429,-37.7185,144.9754,Northern Metropolitan
Bentleigh,15A Windsor Av,t,1750000,S,Buxton,11.4,3204,4,3,2,428,-37.91582,145.048,Southern Metropolitan
Camberwell,10 Wilson Gr,h,1402000,S,J,7.8,3124,2,1,0,428,-37.845,145.071,Southern Metropolitan
Keilor East,20 College Pde,h,1210000,S,Nelson,11.7,3033,4,4,3,428,-37.74872,144.87558,Western Metropolitan
Essendon,15 Wright St,h,1045000,S,Nelson,8,3040,3,1,1,428,-37.7453,144.9183,Western Metropolitan
Heidelberg West,314 Liberty Pde,h,580000,S,Haughton,8.8,3081,3,1,2,428,-37.73704,145.03697,Eastern Metropolitan
Moonee Ponds,79 Ormond Rd,h,940000,S,Brad,6.9,3039,2,1,2,428,-37.773,144.9332,Western Metropolitan
Yarraville,160 Hyde St,h,871000,S,Jas,7,3013,3,2,2,427,-37.8167,144.8965,Western Metropolitan
Pascoe Vale,58 Cumberland Rd,h,720000,SP,hockingstuart,9.9,3044,2,1,1,427,-37.7333,144.9384,Northern Metropolitan
Heidelberg Heights,18 Shelley St,h,584000,S,Ray,10.5,3081,2,1,1,427,-37.7418,145.0513,Eastern Metropolitan
Oakleigh South,10a Farm Rd,h,580000,PI,Buxton,14.7,3167,2,1,2,427,-37.9249,145.0943,South-Eastern Metropolitan
Heidelberg Heights,23 Dougharty Rd,h,570000,S,Haughton,10.5,3081,2,1,3,427,-37.7355,145.0573,Eastern Metropolitan
Malvern East,2D Paxton St,t,2560000,PI,Abercromby's,11.2,3145,4,3,2,427,-37.8704,145.0503,Southern Metropolitan
Yarraville,4 Finlay St,h,1550000,S,Village,7,3013,4,2,2,427,-37.8187,144.8771,Western Metropolitan
Moonee Ponds,2 Addison St,h,1370000,S,Nelson,6.9,3039,3,1,2,427,-37.7702,144.9266,Western Metropolitan
Camberwell,163 Through Rd,h,1302000,S,Fletchers,7.8,3124,2,1,1,426,-37.8367,145.0934,Southern Metropolitan
West Footscray,11 Church St,h,1100500,S,Jas,6.4,3012,3,2,2,426,-37.79105,144.87914,Western Metropolitan
Preston,252 Raglan St,h,1030000,S,Love,8.8,3072,3,2,3,426,-37.749,145.0051,Northern Metropolitan
Coburg North,53 Ronald St,h,735000,SP,Barry,9.2,3058,3,1,1,426,-37.7303,144.9773,Northern Metropolitan
Sunshine,165 Morris St,h,591500,S,Barry,12.6,3020,3,1,2,426,-37.7925,144.8282,Western Metropolitan
Kew East,9a Arden Ct,t,1963000,S,Noel,7.5,3102,3,2,2,426,-37.7917,145.0585,Southern Metropolitan
Kew,23 Campbell St,h,1875000,S,Noel,5.6,3101,3,2,2,426,-37.8012,145.0514,Southern Metropolitan
Bentleigh East,38 Malane St,h,1620000,S,hockingstuart,13.8,3165,4,2,2,426,-37.91657,145.05534,Southern Metropolitan
Caulfield North,7 Wilks St,h,1520000,PI,Marshall,7.8,3161,3,2,2,426,-37.86323,145.01428,Southern Metropolitan
Coburg,68 Marks St,h,1400000,S,Nelson,6.7,3058,4,2,2,425,-37.74892,144.95759,Northern Metropolitan
Brighton,679 Hampton St,h,1385000,S,Buxton,11.2,3186,3,1,2,425,-37.9254,145.0045,Southern Metropolitan
Brunswick,314 Barkly St,h,1310000,PI,Nelson,5.2,3056,3,2,2,425,-37.7759,144.9578,Northern Metropolitan
West Footscray,28 Khartoum St,h,830000,S,Sweeney,8.2,3012,2,1,2,425,-37.7919,144.8793,Western Metropolitan
Sunshine,74 Benjamin St,h,794000,S,GL,12.6,3020,3,1,0,425,-37.793,144.8283,Western Metropolitan
Toorak,5/755 Malvern Rd,t,2400000,S,Castran,4.6,3142,3,3,2,425,-37.8492,145.0163,Southern Metropolitan
Newport,75 Woods St,h,1620000,S,Williams,8.4,3015,4,3,1,425,-37.8456,144.8741,Western Metropolitan
Carnegie,212 Neerim Rd,h,1295000,S,hockingstuart,11.4,3163,3,1,2,425,-37.8876,145.0502,Southern Metropolitan
Brunswick East,40 Albion St,h,1210000,S,Biggin,4,3057,4,2,2,424,-37.76262,144.97733,Northern Metropolitan
Coburg North,27 Snapshot Dr,h,1172000,S,Ray,9.2,3058,5,3,2,424,-37.7302,144.9816,Northern Metropolitan
Northcote,34 Oamaru St,h,1160000,S,hockingstuart,5.5,3070,2,3,2,424,-37.7684,145.0099,Northern Metropolitan
Reservoir,27 Banff St,h,500250,S,Harcourts,11.2,3073,2,1,1,424,-37.7047,145.0252,Northern Metropolitan
Pakenham,69 Willowtree Dr,h,410500,S,C21,47.3,3810,4,2,2,424,-38.07474,145.45376,Eastern Victoria
Mont Albert,3 Gilbert St,h,1955000,PI,hockingstuart,11.8,3127,5,3,2,424,-37.8145,145.1131,Eastern Metropolitan
Brighton East,1C Baird St,h,1750800,S,Purplebricks,10.3,3187,3,4,2,424,-37.92988,145.01085,Southern Metropolitan
Ivanhoe,128 Green St,h,1475000,S,Nelson,7.8,3079,3,1,2,424,-37.76353,145.02941,Eastern Metropolitan
Balwyn North,1A Kawarren St,h,1360000,S,Fletchers,9.7,3104,3,2,2,424,-37.78617,145.09202,Southern Metropolitan
Kew,74 Gladstone St,h,1331000,S,Nelson,5.6,3101,2,1,1,424,-37.7995,145.0418,Southern Metropolitan
Niddrie,38 Garnet St,h,1160000,PI,Paul,11.2,3042,4,3,2,423,-37.748,144.8873,Western Metropolitan
Abbotsford,10 James St,h,940000,S,Biggin,3,3067,2,1,0,423,-37.80911,144.99339,Northern Metropolitan
Camberwell,591 Camberwell Rd,h,895000,PI,O'Donoghues,7.8,3124,2,1,1,423,-37.8465,145.0743,Southern Metropolitan
Bayswater,592 Mountain Hwy,h,606000,S,McGrath,23.2,3153,3,1,1,423,-37.84291,145.25545,Eastern Metropolitan
Westmeadows,14 Parkhill Ct,h,560000,SP,YPA,16.5,3049,2,2,2,422,-37.67909,144.87524,Northern Metropolitan
Northcote,38 Whalley St,h,1650000,PI,McGrath,5.3,3070,4,3,4,422,-37.76969,145.00718,Northern Metropolitan
Coburg,3 Mavis St,h,1202000,S,Nelson,7.8,3058,3,2,2,422,-37.7493,144.9559,Northern Metropolitan
Albion,2 Bazentin St,h,570000,S,Barry,10.5,3020,3,1,0,422,-37.77917,144.82223,Western Metropolitan
Ascot Vale,2/21 Harold St,u,490000,VB,Jellis,5.9,3032,2,1,1,,-37.7736,144.9015,Western Metropolitan
Northcote,38 Whalley St,h,1700000,S,McGrath,5.3,3070,4,3,4,422,-37.76969,145.00718,Northern Metropolitan
Northcote,73 Westbourne Gr,h,1550000,VB,Nelson,5.3,3070,3,2,2,422,-37.77348,144.99206,Northern Metropolitan
Kew East,136 Kilby Rd,h,1402000,S,Nelson,7.5,3102,3,2,2,422,-37.7927,145.056,Southern Metropolitan
Kew East,5 Woodlands Av,h,1325000,PI,Jellis,7.3,3102,2,1,2,422,-37.79938,145.05662,Southern Metropolitan
Heidelberg,35 Beverley Rd,h,1000000,S,Miles,10.6,3084,3,2,1,422,-37.7518,145.0768,Eastern Metropolitan
West Footscray,15 Alberta St,h,845000,PI,Jas,6.4,3012,3,1,2,421,-37.79644,144.86388,Western Metropolitan
Pascoe Vale,22 Derby St,h,835000,PI,Nelson,9.9,3044,3,1,2,421,-37.7337,144.9458,Northern Metropolitan
Airport West,144 Marshall Rd,h,715000,S,Rendina,13.5,3042,3,2,2,421,-37.7164,144.8792,Western Metropolitan
Glenroy,69 Melbourne Av,h,680000,S,FN,11.2,3046,3,1,1,421,-37.70425,144.93164,Northern Metropolitan
Heidelberg West,18 Achilles St,h,415000,SP,Ray,9.4,3081,2,1,1,421,-37.7343,145.044,Eastern Metropolitan
Armadale,61 Union St,h,3660000,S,Jellis,6.3,3143,4,3,2,421,-37.8593,145.0275,Southern Metropolitan
Brighton,2A Hillcrest Av,h,1850000,VB,Jellis,10.5,3186,4,3,3,421,-37.90542,145.00604,Southern Metropolitan
Bulleen,1/7 Westwood Dr,u,812500,S,Barry,11.8,3105,3,1,1,,-37.7798,145.1023,Eastern Metropolitan
Preston,246 Murray Rd,h,810000,SP,Barry,8.8,3072,2,1,1,420,-37.738,145.0064,Northern Metropolitan
Preston,70 Bruce St,h,800000,S,hockingstuart,8.8,3072,3,3,2,420,-37.7414,144.9932,Northern Metropolitan
Bentleigh East,1/57 Brooks St,h,780000,PI,Buxton,13.9,3165,3,2,2,420,-37.9168,145.0809,Southern Metropolitan
Edithvale,24 Tudor Ct,u,612500,S,Ray,27,3196,2,1,2,,-38.03093,145.11618,South-Eastern Metropolitan
Elsternwick,22 Carlingford St,h,2050000,PI,Biggin,8.5,3185,3,3,2,420,-37.8891,145.0102,Southern Metropolitan
St Kilda,48 Greeves St,h,2000000,VB,Gary,6.1,3182,4,2,3,420,-37.8667,144.9832,Southern Metropolitan
Templestowe Lower,271 High St,h,1500000,SP,Jellis,13.8,3107,4,2,2,420,-37.767,145.119,Eastern Metropolitan
Mont Albert,72 Zetland Rd,h,1462000,S,Fletchers,10.2,3127,4,2,0,420,-37.81788,145.11454,Eastern Metropolitan
Coburg,19 Audley St,h,1136000,S,Ray,7.8,3058,4,3,1,420,-37.7501,144.962,Northern Metropolitan
Brighton East,39 Ferguson St,h,1100000,S,HAR,10.7,3187,3,1,1,420,-37.9108,145.0121,Southern Metropolitan
Essendon,53A Market St,h,1050000,S,Nelson,8,3040,3,1,1,420,-37.7441,144.9041,Western Metropolitan
Maidstone,35 Lindenow St,h,876000,S,Biggin,6.4,3012,3,1,2,420,-37.77915,144.88137,Western Metropolitan
Pascoe Vale,251 Gaffney St,h,820000,VB,hockingstuart,9.9,3044,4,1,1,420,-37.7326,144.9475,Northern Metropolitan
Craigieburn,6 Virtue Wy,h,595000,S,Ray,20.6,3064,4,2,2,419,-37.59386,144.90009,Northern Metropolitan
Epping,10 Efficient St,h,568000,S,Ray,19.6,3076,3,2,2,419,-37.62145,145.01051,Northern Metropolitan
Croydon,14 Alfrick Rd,h,567000,S,hockingstuart,23,3136,3,1,1,419,-37.80106,145.28741,Eastern Metropolitan
Albion,2/32 Forrest St,u,560000,S,Douglas,13.9,3020,3,2,7,,-37.7848,144.8231,Western Metropolitan
Heidelberg Heights,13 Glover St,h,550000,VB,Purplebricks,10.5,3081,3,1,1,419,-37.7363,145.0506,Eastern Metropolitan
Elsternwick,2 Park St,h,2345000,S,Biggin,8.5,3185,3,2,1,419,-37.8817,145.0126,Southern Metropolitan
Heidelberg,2/60 Darebin St,u,915000,S,Miles,8.9,3084,4,2,2,,-37.7537,145.06341,Eastern Metropolitan
Oakleigh,3 Grant St,h,875000,PI,Ray,12.3,3166,2,1,0,418,-37.89721,145.09792,Southern Metropolitan
Reservoir,1 Delaware St,h,861500,S,Nelson,11.2,3073,2,1,1,418,-37.721,145.016,Northern Metropolitan
Burnside Heights,16 Stanthorp St,h,655000,S,YPA,14.8,3023,3,2,2,418,-37.73244,144.75669,Western Metropolitan
St Albans,11 Craigielea Av,h,610000,PI,RW,14,3021,2,1,2,418,-37.7398,144.80348,Western Metropolitan
Carlton North,700 Rathdowne St,h,2175000,S,Woodards,3.2,3054,3,1,0,418,-37.7808,144.9736,Northern Metropolitan
Richmond,170 Coppin St,h,1800000,S,Biggin,2.4,3121,4,1,4,418,-37.82368,145.00271,Northern Metropolitan
Elsternwick,275 Kooyong Rd,h,1605000,S,Biggin,8.5,3185,3,1,1,418,-37.8831,145.0153,Southern Metropolitan
Ascot Vale,43 Bloomfield Rd,h,1430000,S,Nelson,5.9,3032,4,2,0,418,-37.7766,144.9187,Western Metropolitan
Williamstown,20 Proctor St,h,1010000,S,Raine,8,3016,3,2,2,418,-37.8571,144.8767,Western Metropolitan
Chadstone,1/29 Atkinson St,t,905000,S,Buxton,13.6,3148,3,1,2,418,-37.886,145.096,Southern Metropolitan
Bentleigh,174 Jasper Rd,t,900000,PI,hockingstuart,13,3204,3,2,1,417,-37.9172,145.0421,Southern Metropolitan
Lalor,1 Ashdown Ct,h,671000,SP,Ray,16.3,3075,3,1,2,417,-37.66349,145.03391,Northern Metropolitan
Sunshine,80 Wright St,h,615000,SP,Barry,10.5,3020,2,1,0,417,-37.79595,144.83206,Western Metropolitan
Bayswater,1/20 Church St,u,520000,S,Schroeder,23.2,3153,2,1,1,,-37.83777,145.26345,Eastern Metropolitan
Heidelberg West,12 Corvette St,h,450000,S,Haughton,9.4,3081,2,1,2,417,-37.7392,145.0425,Eastern Metropolitan
Camberwell,16A Waterloo St,h,3300000,S,Kay,7.8,3124,3,3,2,417,-37.831,145.0621,Southern Metropolitan
Thornbury,11 Clarendon St,h,1400000,SP,Jellis,6.5,3071,2,2,1,417,-37.7595,145.0017,Northern Metropolitan
Doncaster East,45 Elizabeth St,h,1385000,S,Jellis,14.3,3109,4,3,2,417,-37.79223,145.14606,Eastern Metropolitan
Ascot Vale,10 McCully St,h,1377000,S,Nelson,5.9,3032,3,1,1,417,-37.7756,144.9208,Western Metropolitan
Thornbury,129 Clarendon St,h,1370000,S,Jellis,6.5,3071,3,2,3,417,-37.7602,145.0084,Northern Metropolitan
Yarraville,29 Frederick St,h,1200000,S,Village,7,3013,4,2,2,416,-37.8197,144.8969,Western Metropolitan
Coburg,114 Reynard St,h,1064000,SP,Nelson,7.8,3058,3,2,1,416,-37.7478,144.9583,Northern Metropolitan
West Footscray,15 Alberta St,h,870000,SP,Jas,6.4,3012,3,1,2,416,-37.79644,144.86388,Western Metropolitan
Maidstone,1 Gilda St,h,793000,S,hockingstuart,6.4,3012,3,1,2,416,-37.78867,144.87397,Western Metropolitan
Roxburgh Park,8 Kennedy Pde,h,465000,S,Ray,20.6,3064,4,2,1,416,-37.62273,144.92567,Northern Metropolitan
Surrey Hills,3 Arthur St,h,1910000,S,Marshall,10.2,3127,4,3,2,416,-37.82671,145.11068,Southern Metropolitan
Brunswick,4 Bell St,h,1790000,S,Ray,5.2,3056,3,1,1,416,-37.7737,144.965,Northern Metropolitan
Ascot Vale,44 Walter St,h,1381500,S,Barry,5.9,3032,3,2,2,416,-37.7727,144.9055,Western Metropolitan
Brunswick,190 Barkly St,h,1358000,S,Nelson,5.2,3056,4,1,1,416,-37.7769,144.9661,Northern Metropolitan
Kensington,61 Bangalore St,h,1291000,SP,Edward,4.2,3031,3,1,1,415,-37.7946,144.924,Northern Metropolitan
Brunswick,4 Bryant St,h,820000,VB,Nelson,5.2,3056,3,1,0,415,-37.763,144.9598,Northern Metropolitan
Point Cook,49 Lindsay Gdns,h,596000,S,hockingstuart,14.7,3030,4,2,2,415,-37.89279,144.73158,Western Metropolitan
Lalor,1/11 Maxwell St,h,511500,SP,Harcourts,16.3,3075,2,1,2,415,-37.67096,145.02445,Northern Metropolitan
Viewbank,5/367 Lower Plenty Rd,u,440000,SP,Barry,13.8,3084,3,1,1,,-37.7321,145.0828,Eastern Metropolitan
Northcote,29 Westgarth St,h,1700000,PI,hockingstuart,5.5,3070,4,2,1,414,-37.7807,144.9948,Northern Metropolitan
Coburg,41 Linda St,h,995000,S,Jellis,7.8,3058,3,1,1,414,-37.7509,144.9591,Northern Metropolitan
